scenario,i,j,attribute_i,attribute_j,pair_column,v,main_i,main_j,active
arrows,1,3,straightness,weight_grains,v_1_3,0.0,0.0,38.0,False
arrows,1,4,straightness,durability_rating,v_1_4,81.0,0.0,0.0,True
arrows,1,5,straightness,fletching_length,v_1_5,0.0,0.0,-8.0,False
arrows,2,3,spine_stiffness,weight_grains,v_2_3,0.0,-28.0,38.0,False
arrows,2,4,spine_stiffness,durability_rating,v_2_4,0.0,-28.0,0.0,False
arrows,2,5,spine_stiffness,fletching_length,v_2_5,0.0,-28.0,-8.0,False
arrows,3,4,weight_grains,durability_rating,v_3_4,0.0,38.0,0.0,False
arrows,3,5,weight_grains,fletching_length,v_3_5,0.0,38.0,-8.0,False
arrows,4,5,durability_rating,fletching_length,v_4_5,0.0,0.0,-8.0,False
pattern_weights,1,2,weight_per_piece,stability,v_1_2,0.0,0.0,-50.0,False
pattern_weights,1,3,weight_per_piece,fabric_protection,v_1_3,-57.0,0.0,0.0,True
pattern_weights,1,4,weight_per_piece,pieces_per_set,v_1_4,0.0,0.0,50.0,False
pattern_weights,1,5,weight_per_piece,ease_of_placement,v_1_5,0.0,0.0,-39.0,False
pattern_weights,2,3,stability,fabric_protection,v_2_3,0.0,-50.0,0.0,False
pattern_weights,2,4,stability,pieces_per_set,v_2_4,0.0,-50.0,50.0,False
pattern_weights,2,5,stability,ease_of_placement,v_2_5,0.0,-50.0,-39.0,False
pattern_weights,3,4,fabric_protection,pieces_per_set,v_3_4,0.0,0.0,50.0,False
pattern_weights,3,5,fabric_protection,ease_of_placement,v_3_5,0.0,0.0,-39.0,False
pattern_weights,4,5,pieces_per_set,ease_of_placement,v_4_5,0.0,50.0,-39.0,False
wheelbarrow,1,2,load_capacity,tray_volume,v_1_2,0.0,0.0,-50.0,False
wheelbarrow,1,3,load_capacity,tire_diameter,v_1_3,0.0,0.0,-21.0,False
wheelbarrow,1,4,load_capacity,handle_grip_comfort,v_1_4,-82.0,0.0,0.0,True
wheelbarrow,1,5,load_capacity,stability_rating,v_1_5,0.0,0.0,23.0,False
wheelbarrow,2,3,tray_volume,tire_diameter,v_2_3,0.0,-50.0,-21.0,False
wheelbarrow,2,4,tray_volume,handle_grip_comfort,v_2_4,0.0,-50.0,0.0,False
wheelbarrow,2,5,tray_volume,stability_rating,v_2_5,0.0,-50.0,23.0,False
wheelbarrow,3,4,tire_diameter,handle_grip_comfort,v_3_4,0.0,-21.0,0.0,False
wheelbarrow,3,5,tire_diameter,stability_rating,v_3_5,0.0,-21.0,23.0,False
wheelbarrow,4,5,handle_grip_comfort,stability_rating,v_4_5,0.0,0.0,23.0,False
soil,1,2,nutrient_content,moisture_retention,v_1_2,0.0,-20.0,0.0,False
soil,1,3,nutrient_content,organic_matter,v_1_3,0.0,-20.0,-10.0,False
soil,1,4,nutrient_content,drainage_rating,v_1_4,0.0,-20.0,0.0,False
soil,1,5,nutrient_content,ph_level,v_1_5,0.0,-20.0,42.0,False
soil,2,3,moisture_retention,organic_matter,v_2_3,0.0,0.0,-10.0,False
soil,2,4,moisture_retention,drainage_rating,v_2_4,-57.0,0.0,0.0,True
soil,2,5,moisture_retention,ph_level,v_2_5,0.0,0.0,42.0,False
soil,3,4,organic_matter,drainage_rating,v_3_4,0.0,-10.0,0.0,False
soil,3,5,organic_matter,ph_level,v_3_5,0.0,-10.0,42.0,False
soil,4,5,drainage_rating,ph_level,v_4_5,0.0,0.0,42.0,False
sleeping_bag,1,2,temperature_rating,packed_volume,v_1_2,0.0,-10.0,-9.0,False
sleeping_bag,1,3,temperature_rating,insulation_loft,v_1_3,0.0,-10.0,-34.0,False
sleeping_bag,1,4,temperature_rating,interior_length,v_1_4,0.0,-10.0,0.0,False
sleeping_bag,1,5,temperature_rating,shoulder_girth,v_1_5,0.0,-10.0,0.0,False
sleeping_bag,2,3,packed_volume,insulation_loft,v_2_3,0.0,-9.0,-34.0,False
sleeping_bag,2,4,packed_volume,interior_length,v_2_4,0.0,-9.0,0.0,False
sleeping_bag,2,5,packed_volume,shoulder_girth,v_2_5,0.0,-9.0,0.0,False
sleeping_bag,3,4,insulation_loft,interior_length,v_3_4,0.0,-34.0,0.0,False
sleeping_bag,3,5,insulation_loft,shoulder_girth,v_3_5,0.0,-34.0,0.0,False
sleeping_bag,4,5,interior_length,shoulder_girth,v_4_5,57.0,0.0,0.0,True
paper_towel,1,2,sheet_size,sheets_per_roll,v_1_2,0.0,15.0,-12.0,False
paper_towel,1,3,sheet_size,absorption_capacity,v_1_3,0.0,15.0,-30.0,False
paper_towel,1,4,sheet_size,wet_strength,v_1_4,0.0,15.0,0.0,False
paper_towel,1,5,sheet_size,thickness,v_1_5,0.0,15.0,0.0,False
paper_towel,2,3,sheets_per_roll,absorption_capacity,v_2_3,0.0,-12.0,-30.0,False
paper_towel,2,4,sheets_per_roll,wet_strength,v_2_4,0.0,-12.0,0.0,False
paper_towel,2,5,sheets_per_roll,thickness,v_2_5,0.0,-12.0,0.0,False
paper_towel,3,4,absorption_capacity,wet_strength,v_3_4,0.0,-30.0,0.0,False
paper_towel,3,5,absorption_capacity,thickness,v_3_5,0.0,-30.0,0.0,False
paper_towel,4,5,wet_strength,thickness,v_4_5,-79.0,0.0,0.0,True
outdoor_tv_cover,1,2,water_resistance,uv_protection,v_1_2,0.0,0.0,2.0,False
outdoor_tv_cover,1,3,water_resistance,material_thickness,v_1_3,0.0,0.0,45.0,False
outdoor_tv_cover,1,4,water_resistance,ventilation_holes,v_1_4,89.0,0.0,0.0,True
outdoor_tv_cover,1,5,water_resistance,ease_of_installation,v_1_5,0.0,0.0,50.0,False
outdoor_tv_cover,2,3,uv_protection,material_thickness,v_2_3,0.0,2.0,45.0,False
outdoor_tv_cover,2,4,uv_protection,ventilation_holes,v_2_4,0.0,2.0,0.0,False
outdoor_tv_cover,2,5,uv_protection,ease_of_installation,v_2_5,0.0,2.0,50.0,False
outdoor_tv_cover,3,4,material_thickness,ventilation_holes,v_3_4,0.0,45.0,0.0,False
outdoor_tv_cover,3,5,material_thickness,ease_of_installation,v_3_5,0.0,45.0,50.0,False
outdoor_tv_cover,4,5,ventilation_holes,ease_of_installation,v_4_5,0.0,0.0,50.0,False
tamper,1,2,base_diameter,handle_length,v_1_2,0.0,28.0,0.0,False
tamper,1,3,base_diameter,total_weight,v_1_3,0.0,28.0,4.0,False
tamper,1,4,base_diameter,surface_smoothness,v_1_4,0.0,28.0,30.0,False
tamper,1,5,base_diameter,grip_comfort,v_1_5,0.0,28.0,0.0,False
tamper,2,3,handle_length,total_weight,v_2_3,0.0,0.0,4.0,False
tamper,2,4,handle_length,surface_smoothness,v_2_4,0.0,0.0,30.0,False
tamper,2,5,handle_length,grip_comfort,v_2_5,89.0,0.0,0.0,True
tamper,3,4,total_weight,surface_smoothness,v_3_4,0.0,4.0,30.0,False
tamper,3,5,total_weight,grip_comfort,v_3_5,0.0,4.0,0.0,False
tamper,4,5,surface_smoothness,grip_comfort,v_4_5,0.0,30.0,0.0,False
garment_steamer,1,2,water_capacity,heat_up_time,v_1_2,0.0,0.0,30.0,False
garment_steamer,1,3,water_capacity,steam_time,v_1_3,0.0,0.0,50.0,False
garment_steamer,1,4,water_capacity,cord_length,v_1_4,0.0,0.0,32.0,False
garment_steamer,1,5,water_capacity,steam_output,v_1_5,90.0,0.0,0.0,True
garment_steamer,2,3,heat_up_time,steam_time,v_2_3,0.0,30.0,50.0,False
garment_steamer,2,4,heat_up_time,cord_length,v_2_4,0.0,30.0,32.0,False
garment_steamer,2,5,heat_up_time,steam_output,v_2_5,0.0,30.0,0.0,False
garment_steamer,3,4,steam_time,cord_length,v_3_4,0.0,50.0,32.0,False
garment_steamer,3,5,steam_time,steam_output,v_3_5,0.0,50.0,0.0,False
garment_steamer,4,5,cord_length,steam_output,v_4_5,0.0,32.0,0.0,False
alcohol_markers,1,2,color_count,ink_capacity,v_1_2,0.0,-50.0,0.0,False
alcohol_markers,1,3,color_count,tip_firmness,v_1_3,0.0,-50.0,0.0,False
alcohol_markers,1,4,color_count,bleed_resistance,v_1_4,0.0,-50.0,29.0,False
alcohol_markers,1,5,color_count,stroke_smoothness,v_1_5,0.0,-50.0,-10.0,False
alcohol_markers,2,3,ink_capacity,tip_firmness,v_2_3,-99.0,0.0,0.0,True
alcohol_markers,2,4,ink_capacity,bleed_resistance,v_2_4,0.0,0.0,29.0,False
alcohol_markers,2,5,ink_capacity,stroke_smoothness,v_2_5,0.0,0.0,-10.0,False
alcohol_markers,3,4,tip_firmness,bleed_resistance,v_3_4,0.0,0.0,29.0,False
alcohol_markers,3,5,tip_firmness,stroke_smoothness,v_3_5,0.0,0.0,-10.0,False
alcohol_markers,4,5,bleed_resistance,stroke_smoothness,v_4_5,0.0,29.0,-10.0,False
rabbit,1,2,life_expectancy,adult_weight,v_1_2,0.0,-44.0,0.0,False
rabbit,1,3,life_expectancy,grooming_needs,v_1_3,0.0,-44.0,-50.0,False
rabbit,1,4,life_expectancy,sociability,v_1_4,0.0,-44.0,42.0,False
rabbit,1,5,life_expectancy,activity_level,v_1_5,0.0,-44.0,0.0,False
rabbit,2,3,adult_weight,grooming_needs,v_2_3,0.0,0.0,-50.0,False
rabbit,2,4,adult_weight,sociability,v_2_4,0.0,0.0,42.0,False
rabbit,2,5,adult_weight,activity_level,v_2_5,59.0,0.0,0.0,True
rabbit,3,4,grooming_needs,sociability,v_3_4,0.0,-50.0,42.0,False
rabbit,3,5,grooming_needs,activity_level,v_3_5,0.0,-50.0,0.0,False
rabbit,4,5,sociability,activity_level,v_4_5,0.0,42.0,0.0,False
bracelet,1,2,band_width,weight,v_1_2,0.0,0.0,-36.0,False
bracelet,1,3,band_width,flexibility,v_1_3,54.0,0.0,0.0,True
bracelet,1,4,band_width,surface_shine,v_1_4,0.0,0.0,2.0,False
bracelet,1,5,band_width,clasp_strength,v_1_5,0.0,0.0,-34.0,False
bracelet,2,3,weight,flexibility,v_2_3,0.0,-36.0,0.0,False
bracelet,2,4,weight,surface_shine,v_2_4,0.0,-36.0,2.0,False
bracelet,2,5,weight,clasp_strength,v_2_5,0.0,-36.0,-34.0,False
bracelet,3,4,flexibility,surface_shine,v_3_4,0.0,0.0,2.0,False
bracelet,3,5,flexibility,clasp_strength,v_3_5,0.0,0.0,-34.0,False
bracelet,4,5,surface_shine,clasp_strength,v_4_5,0.0,2.0,-34.0,False
adapter,1,2,power_output,number_of_ports,v_1_2,0.0,0.0,16.0,False
adapter,1,3,power_output,cord_length,v_1_3,90.0,0.0,0.0,True
adapter,1,4,power_output,weight,v_1_4,0.0,0.0,0.0,False
adapter,1,5,power_output,charging_speed,v_1_5,0.0,0.0,46.0,False
adapter,2,3,number_of_ports,cord_length,v_2_3,0.0,16.0,0.0,False
adapter,2,4,number_of_ports,weight,v_2_4,0.0,16.0,0.0,False
adapter,2,5,number_of_ports,charging_speed,v_2_5,0.0,16.0,46.0,False
adapter,3,4,cord_length,weight,v_3_4,0.0,0.0,0.0,False
adapter,3,5,cord_length,charging_speed,v_3_5,0.0,0.0,46.0,False
adapter,4,5,weight,charging_speed,v_4_5,0.0,0.0,46.0,False
night_light,1,2,brightness,coverage_angle,v_1_2,0.0,24.0,0.0,False
night_light,1,3,brightness,sensor_distance,v_1_3,0.0,24.0,0.0,False
night_light,1,4,brightness,auto_shutoff_delay,v_1_4,0.0,24.0,-38.0,False
night_light,1,5,brightness,projected_area,v_1_5,0.0,24.0,50.0,False
night_light,2,3,coverage_angle,sensor_distance,v_2_3,-54.0,0.0,0.0,True
night_light,2,4,coverage_angle,auto_shutoff_delay,v_2_4,0.0,0.0,-38.0,False
night_light,2,5,coverage_angle,projected_area,v_2_5,0.0,0.0,50.0,False
night_light,3,4,sensor_distance,auto_shutoff_delay,v_3_4,0.0,0.0,-38.0,False
night_light,3,5,sensor_distance,projected_area,v_3_5,0.0,0.0,50.0,False
night_light,4,5,auto_shutoff_delay,projected_area,v_4_5,0.0,-38.0,50.0,False
travel_wallet,1,2,passport_slots,card_capacity,v_1_2,-69.0,0.0,0.0,True
travel_wallet,1,3,passport_slots,document_compartments,v_1_3,0.0,0.0,20.0,False
travel_wallet,1,4,passport_slots,water_resistance,v_1_4,0.0,0.0,-4.0,False
travel_wallet,1,5,passport_slots,thickness_when_empty,v_1_5,0.0,0.0,7.0,False
travel_wallet,2,3,card_capacity,document_compartments,v_2_3,0.0,0.0,20.0,False
travel_wallet,2,4,card_capacity,water_resistance,v_2_4,0.0,0.0,-4.0,False
travel_wallet,2,5,card_capacity,thickness_when_empty,v_2_5,0.0,0.0,7.0,False
travel_wallet,3,4,document_compartments,water_resistance,v_3_4,0.0,20.0,-4.0,False
travel_wallet,3,5,document_compartments,thickness_when_empty,v_3_5,0.0,20.0,7.0,False
travel_wallet,4,5,water_resistance,thickness_when_empty,v_4_5,0.0,-4.0,7.0,False
central_vacuum,1,2,suction_power,noise_level,v_1_2,0.0,0.0,34.0,False
central_vacuum,1,3,suction_power,dirt_capacity,v_1_3,0.0,0.0,50.0,False
central_vacuum,1,4,suction_power,hose_reach,v_1_4,0.0,0.0,-36.0,False
central_vacuum,1,5,suction_power,filtration_efficiency,v_1_5,85.0,0.0,0.0,True
central_vacuum,2,3,noise_level,dirt_capacity,v_2_3,0.0,34.0,50.0,False
central_vacuum,2,4,noise_level,hose_reach,v_2_4,0.0,34.0,-36.0,False
central_vacuum,2,5,noise_level,filtration_efficiency,v_2_5,0.0,34.0,0.0,False
central_vacuum,3,4,dirt_capacity,hose_reach,v_3_4,0.0,50.0,-36.0,False
central_vacuum,3,5,dirt_capacity,filtration_efficiency,v_3_5,0.0,50.0,0.0,False
central_vacuum,4,5,hose_reach,filtration_efficiency,v_4_5,0.0,-36.0,0.0,False
microwave_cover,1,2,diameter,vent_holes,v_1_2,0.0,-21.0,0.0,False
microwave_cover,1,3,diameter,collapse_height,v_1_3,0.0,-21.0,0.0,False
microwave_cover,1,4,diameter,heat_resistance,v_1_4,0.0,-21.0,23.0,False
microwave_cover,1,5,diameter,transparency,v_1_5,0.0,-21.0,45.0,False
microwave_cover,2,3,vent_holes,collapse_height,v_2_3,-92.0,0.0,0.0,True
microwave_cover,2,4,vent_holes,heat_resistance,v_2_4,0.0,0.0,23.0,False
microwave_cover,2,5,vent_holes,transparency,v_2_5,0.0,0.0,45.0,False
microwave_cover,3,4,collapse_height,heat_resistance,v_3_4,0.0,0.0,23.0,False
microwave_cover,3,5,collapse_height,transparency,v_3_5,0.0,0.0,45.0,False
microwave_cover,4,5,heat_resistance,transparency,v_4_5,0.0,23.0,45.0,False
porch_swing,1,2,seating_capacity,back_support_angle,v_1_2,0.0,0.0,42.0,False
porch_swing,1,3,seating_capacity,seat_depth,v_1_3,0.0,0.0,13.0,False
porch_swing,1,4,seating_capacity,chain_strength,v_1_4,0.0,0.0,-20.0,False
porch_swing,1,5,seating_capacity,weather_resistance,v_1_5,62.0,0.0,0.0,True
porch_swing,2,3,back_support_angle,seat_depth,v_2_3,0.0,42.0,13.0,False
porch_swing,2,4,back_support_angle,chain_strength,v_2_4,0.0,42.0,-20.0,False
porch_swing,2,5,back_support_angle,weather_resistance,v_2_5,0.0,42.0,0.0,False
porch_swing,3,4,seat_depth,chain_strength,v_3_4,0.0,13.0,-20.0,False
porch_swing,3,5,seat_depth,weather_resistance,v_3_5,0.0,13.0,0.0,False
porch_swing,4,5,chain_strength,weather_resistance,v_4_5,0.0,-20.0,0.0,False
stability_ball,1,2,ball_diameter,burst_resistance,v_1_2,0.0,0.0,27.0,False
stability_ball,1,3,ball_diameter,surface_grip_rating,v_1_3,0.0,0.0,44.0,False
stability_ball,1,4,ball_diameter,material_thickness,v_1_4,79.0,0.0,0.0,True
stability_ball,1,5,ball_diameter,anti_burst_rating,v_1_5,0.0,0.0,10.0,False
stability_ball,2,3,burst_resistance,surface_grip_rating,v_2_3,0.0,27.0,44.0,False
stability_ball,2,4,burst_resistance,material_thickness,v_2_4,0.0,27.0,0.0,False
stability_ball,2,5,burst_resistance,anti_burst_rating,v_2_5,0.0,27.0,10.0,False
stability_ball,3,4,surface_grip_rating,material_thickness,v_3_4,0.0,44.0,0.0,False
stability_ball,3,5,surface_grip_rating,anti_burst_rating,v_3_5,0.0,44.0,10.0,False
stability_ball,4,5,material_thickness,anti_burst_rating,v_4_5,0.0,0.0,10.0,False
ink_cartridge,1,2,ink_capacity,flow_consistency,v_1_2,0.0,4.0,0.0,False
ink_cartridge,1,3,ink_capacity,drying_time,v_1_3,0.0,4.0,-50.0,False
ink_cartridge,1,4,ink_capacity,color_saturation,v_1_4,0.0,4.0,30.0,False
ink_cartridge,1,5,ink_capacity,shelf_life,v_1_5,0.0,4.0,0.0,False
ink_cartridge,2,3,flow_consistency,drying_time,v_2_3,0.0,0.0,-50.0,False
ink_cartridge,2,4,flow_consistency,color_saturation,v_2_4,0.0,0.0,30.0,False
ink_cartridge,2,5,flow_consistency,shelf_life,v_2_5,-57.0,0.0,0.0,True
ink_cartridge,3,4,drying_time,color_saturation,v_3_4,0.0,-50.0,30.0,False
ink_cartridge,3,5,drying_time,shelf_life,v_3_5,0.0,-50.0,0.0,False
ink_cartridge,4,5,color_saturation,shelf_life,v_4_5,0.0,30.0,0.0,False
wood_glue,1,2,open_time,clamp_time,v_1_2,0.0,28.0,28.0,False
wood_glue,1,3,open_time,water_resistance,v_1_3,0.0,28.0,0.0,False
wood_glue,1,4,open_time,bond_strength,v_1_4,0.0,28.0,0.0,False
wood_glue,1,5,open_time,temperature_resistance,v_1_5,0.0,28.0,-13.0,False
wood_glue,2,3,clamp_time,water_resistance,v_2_3,0.0,28.0,0.0,False
wood_glue,2,4,clamp_time,bond_strength,v_2_4,0.0,28.0,0.0,False
wood_glue,2,5,clamp_time,temperature_resistance,v_2_5,0.0,28.0,-13.0,False
wood_glue,3,4,water_resistance,bond_strength,v_3_4,-61.0,0.0,0.0,True
wood_glue,3,5,water_resistance,temperature_resistance,v_3_5,0.0,0.0,-13.0,False
wood_glue,4,5,bond_strength,temperature_resistance,v_4_5,0.0,0.0,-13.0,False
sleep_sack,1,2,warmth_rating,length,v_1_2,0.0,-48.0,32.0,False
sleep_sack,1,3,warmth_rating,zipper_length,v_1_3,0.0,-48.0,0.0,False
sleep_sack,1,4,warmth_rating,neck_circumference,v_1_4,0.0,-48.0,0.0,False
sleep_sack,1,5,warmth_rating,fabric_weight,v_1_5,0.0,-48.0,19.0,False
sleep_sack,2,3,length,zipper_length,v_2_3,0.0,32.0,0.0,False
sleep_sack,2,4,length,neck_circumference,v_2_4,0.0,32.0,0.0,False
sleep_sack,2,5,length,fabric_weight,v_2_5,0.0,32.0,19.0,False
sleep_sack,3,4,zipper_length,neck_circumference,v_3_4,71.0,0.0,0.0,True
sleep_sack,3,5,zipper_length,fabric_weight,v_3_5,0.0,0.0,19.0,False
sleep_sack,4,5,neck_circumference,fabric_weight,v_4_5,0.0,0.0,19.0,False
mixer,1,2,motor_power,bowl_capacity,v_1_2,0.0,0.0,-34.0,False
mixer,1,3,motor_power,speed_settings,v_1_3,0.0,0.0,18.0,False
mixer,1,4,motor_power,attachment_compatibility,v_1_4,0.0,0.0,-50.0,False
mixer,1,5,motor_power,kneading_efficiency,v_1_5,78.0,0.0,0.0,True
mixer,2,3,bowl_capacity,speed_settings,v_2_3,0.0,-34.0,18.0,False
mixer,2,4,bowl_capacity,attachment_compatibility,v_2_4,0.0,-34.0,-50.0,False
mixer,2,5,bowl_capacity,kneading_efficiency,v_2_5,0.0,-34.0,0.0,False
mixer,3,4,speed_settings,attachment_compatibility,v_3_4,0.0,18.0,-50.0,False
mixer,3,5,speed_settings,kneading_efficiency,v_3_5,0.0,18.0,0.0,False
mixer,4,5,attachment_compatibility,kneading_efficiency,v_4_5,0.0,-50.0,0.0,False
dominoes,1,2,domino_size,pip_visibility,v_1_2,0.0,-18.0,-50.0,False
dominoes,1,3,domino_size,tile_weight,v_1_3,0.0,-18.0,-40.0,False
dominoes,1,4,domino_size,case_durability,v_1_4,0.0,-18.0,0.0,False
dominoes,1,5,domino_size,impact_resistance,v_1_5,0.0,-18.0,0.0,False
dominoes,2,3,pip_visibility,tile_weight,v_2_3,0.0,-50.0,-40.0,False
dominoes,2,4,pip_visibility,case_durability,v_2_4,0.0,-50.0,0.0,False
dominoes,2,5,pip_visibility,impact_resistance,v_2_5,0.0,-50.0,0.0,False
dominoes,3,4,tile_weight,case_durability,v_3_4,0.0,-40.0,0.0,False
dominoes,3,5,tile_weight,impact_resistance,v_3_5,0.0,-40.0,0.0,False
dominoes,4,5,case_durability,impact_resistance,v_4_5,63.0,0.0,0.0,True
crochet_hook,1,2,handle_length,grip_cushioning,v_1_2,0.0,0.0,-31.0,False
crochet_hook,1,3,handle_length,handle_diameter,v_1_3,-50.0,0.0,0.0,True
crochet_hook,1,4,handle_length,weight,v_1_4,0.0,0.0,-50.0,False
crochet_hook,1,5,handle_length,grip_texture_depth,v_1_5,0.0,0.0,-37.0,False
crochet_hook,2,3,grip_cushioning,handle_diameter,v_2_3,0.0,-31.0,0.0,False
crochet_hook,2,4,grip_cushioning,weight,v_2_4,0.0,-31.0,-50.0,False
crochet_hook,2,5,grip_cushioning,grip_texture_depth,v_2_5,0.0,-31.0,-37.0,False
crochet_hook,3,4,handle_diameter,weight,v_3_4,0.0,0.0,-50.0,False
crochet_hook,3,5,handle_diameter,grip_texture_depth,v_3_5,0.0,0.0,-37.0,False
crochet_hook,4,5,weight,grip_texture_depth,v_4_5,0.0,-50.0,-37.0,False
sawhorse,1,2,weight_capacity,height,v_1_2,0.0,0.0,50.0,False
sawhorse,1,3,weight_capacity,folded_thickness,v_1_3,0.0,0.0,-25.0,False
sawhorse,1,4,weight_capacity,support_beam_width,v_1_4,0.0,0.0,-16.0,False
sawhorse,1,5,weight_capacity,leg_spread_width,v_1_5,60.0,0.0,0.0,True
sawhorse,2,3,height,folded_thickness,v_2_3,0.0,50.0,-25.0,False
sawhorse,2,4,height,support_beam_width,v_2_4,0.0,50.0,-16.0,False
sawhorse,2,5,height,leg_spread_width,v_2_5,0.0,50.0,0.0,False
sawhorse,3,4,folded_thickness,support_beam_width,v_3_4,0.0,-25.0,-16.0,False
sawhorse,3,5,folded_thickness,leg_spread_width,v_3_5,0.0,-25.0,0.0,False
sawhorse,4,5,support_beam_width,leg_spread_width,v_4_5,0.0,-16.0,0.0,False
stockings,1,2,denier_thickness,stretch_factor,v_1_2,0.0,0.0,26.0,False
stockings,1,3,denier_thickness,durability_rating,v_1_3,0.0,0.0,-36.0,False
stockings,1,4,denier_thickness,compression_level,v_1_4,-86.0,0.0,0.0,True
stockings,1,5,denier_thickness,length,v_1_5,0.0,0.0,-50.0,False
stockings,2,3,stretch_factor,durability_rating,v_2_3,0.0,26.0,-36.0,False
stockings,2,4,stretch_factor,compression_level,v_2_4,0.0,26.0,0.0,False
stockings,2,5,stretch_factor,length,v_2_5,0.0,26.0,-50.0,False
stockings,3,4,durability_rating,compression_level,v_3_4,0.0,-36.0,0.0,False
stockings,3,5,durability_rating,length,v_3_5,0.0,-36.0,-50.0,False
stockings,4,5,compression_level,length,v_4_5,0.0,0.0,-50.0,False
fabric_markers,1,2,number_of_colors,tip_width,v_1_2,-83.0,0.0,0.0,True
fabric_markers,1,3,number_of_colors,color_vibrancy,v_1_3,0.0,0.0,-4.0,False
fabric_markers,1,4,number_of_colors,bleed_resistance,v_1_4,0.0,0.0,42.0,False
fabric_markers,1,5,number_of_colors,drying_time,v_1_5,0.0,0.0,50.0,False
fabric_markers,2,3,tip_width,color_vibrancy,v_2_3,0.0,0.0,-4.0,False
fabric_markers,2,4,tip_width,bleed_resistance,v_2_4,0.0,0.0,42.0,False
fabric_markers,2,5,tip_width,drying_time,v_2_5,0.0,0.0,50.0,False
fabric_markers,3,4,color_vibrancy,bleed_resistance,v_3_4,0.0,-4.0,42.0,False
fabric_markers,3,5,color_vibrancy,drying_time,v_3_5,0.0,-4.0,50.0,False
fabric_markers,4,5,bleed_resistance,drying_time,v_4_5,0.0,42.0,50.0,False
cherry_pitter,1,2,pitting_speed,splash_radius,v_1_2,90.0,0.0,0.0,True
cherry_pitter,1,3,pitting_speed,pit_accuracy,v_1_3,0.0,0.0,-25.0,False
cherry_pitter,1,4,pitting_speed,fruit_damage,v_1_4,0.0,0.0,-42.0,False
cherry_pitter,1,5,pitting_speed,cleaning_time,v_1_5,0.0,0.0,-44.0,False
cherry_pitter,2,3,splash_radius,pit_accuracy,v_2_3,0.0,0.0,-25.0,False
cherry_pitter,2,4,splash_radius,fruit_damage,v_2_4,0.0,0.0,-42.0,False
cherry_pitter,2,5,splash_radius,cleaning_time,v_2_5,0.0,0.0,-44.0,False
cherry_pitter,3,4,pit_accuracy,fruit_damage,v_3_4,0.0,-25.0,-42.0,False
cherry_pitter,3,5,pit_accuracy,cleaning_time,v_3_5,0.0,-25.0,-44.0,False
cherry_pitter,4,5,fruit_damage,cleaning_time,v_4_5,0.0,-42.0,-44.0,False
amusement_park,1,2,number_of_rides,thrill_rides,v_1_2,0.0,-50.0,0.0,False
amusement_park,1,3,number_of_rides,park_size,v_1_3,0.0,-50.0,43.0,False
amusement_park,1,4,number_of_rides,shade_coverage,v_1_4,0.0,-50.0,0.0,False
amusement_park,1,5,number_of_rides,daily_shows,v_1_5,0.0,-50.0,-7.0,False
amusement_park,2,3,thrill_rides,park_size,v_2_3,0.0,0.0,43.0,False
amusement_park,2,4,thrill_rides,shade_coverage,v_2_4,66.0,0.0,0.0,True
amusement_park,2,5,thrill_rides,daily_shows,v_2_5,0.0,0.0,-7.0,False
amusement_park,3,4,park_size,shade_coverage,v_3_4,0.0,43.0,0.0,False
amusement_park,3,5,park_size,daily_shows,v_3_5,0.0,43.0,-7.0,False
amusement_park,4,5,shade_coverage,daily_shows,v_4_5,0.0,0.0,-7.0,False
snow_brush,1,2,brush_length,scraper_width,v_1_2,0.0,16.0,0.0,False
snow_brush,1,3,brush_length,foam_grip_thickness,v_1_3,0.0,16.0,-50.0,False
snow_brush,1,4,brush_length,brush_bristle_density,v_1_4,0.0,16.0,0.0,False
snow_brush,1,5,brush_length,durability_rating,v_1_5,0.0,16.0,10.0,False
snow_brush,2,3,scraper_width,foam_grip_thickness,v_2_3,0.0,0.0,-50.0,False
snow_brush,2,4,scraper_width,brush_bristle_density,v_2_4,88.0,0.0,0.0,True
snow_brush,2,5,scraper_width,durability_rating,v_2_5,0.0,0.0,10.0,False
snow_brush,3,4,foam_grip_thickness,brush_bristle_density,v_3_4,0.0,-50.0,0.0,False
snow_brush,3,5,foam_grip_thickness,durability_rating,v_3_5,0.0,-50.0,10.0,False
snow_brush,4,5,brush_bristle_density,durability_rating,v_4_5,0.0,0.0,10.0,False
safety_pins,1,2,pin_length,spring_strength,v_1_2,0.0,21.0,14.0,False
safety_pins,1,3,pin_length,rust_resistance,v_1_3,0.0,21.0,0.0,False
safety_pins,1,4,pin_length,clasp_security,v_1_4,0.0,21.0,43.0,False
safety_pins,1,5,pin_length,bend_resistance,v_1_5,0.0,21.0,0.0,False
safety_pins,2,3,spring_strength,rust_resistance,v_2_3,0.0,14.0,0.0,False
safety_pins,2,4,spring_strength,clasp_security,v_2_4,0.0,14.0,43.0,False
safety_pins,2,5,spring_strength,bend_resistance,v_2_5,0.0,14.0,0.0,False
safety_pins,3,4,rust_resistance,clasp_security,v_3_4,0.0,0.0,43.0,False
safety_pins,3,5,rust_resistance,bend_resistance,v_3_5,-95.0,0.0,0.0,True
safety_pins,4,5,clasp_security,bend_resistance,v_4_5,0.0,43.0,0.0,False
sewing_machine,1,2,max_sewing_speed,throat_space,v_1_2,0.0,0.0,-10.0,False
sewing_machine,1,3,max_sewing_speed,number_of_stitches,v_1_3,61.0,0.0,0.0,True
