scenario,attr1,attr2,attr3,attr4,attr5,v_1_2,v_1_3,v_1_4,v_1_5,v_2_3,v_2_4,v_2_5,v_3_4,v_3_5,v_4_5
pumps,-5,-40,0,50,0,0,0,0,0,0,0,0,0,51,0
dumbbell,-24,44,42,0,0,0,0,0,0,0,0,0,0,0,54
toilet_paper,0,-42,0,50,14,0,-74,0,0,0,0,0,0,0,0
water_test_kit,0,36,0,-50,4,0,93,0,0,0,0,0,0,0,0
dress_form,0,0,20,50,-39,75,0,0,0,0,0,0,0,0,0
epoxy_resin,0,-12,0,18,4,0,75,0,0,0,0,0,0,0,0
table,0,38,22,50,0,0,0,0,90,0,0,0,0,0,0
glue_gun,-10,0,-23,29,0,0,0,0,0,0,0,-99,0,0,0
ottoman,0,32,0,42,50,0,-76,0,0,0,0,0,0,0,0
extension_cord,23,0,0,-50,-22,0,0,0,0,-89,0,0,0,0,0
cupcake_liners,2,-24,-2,0,0,0,0,0,0,0,0,0,0,0,94
cappuccino,0,0,-6,-50,-48,62,0,0,0,0,0,0,0,0,0
pineapple_corer,0,-29,50,0,-46,0,0,70,0,0,0,0,0,0,0
destination,0,0,10,-50,0,0,0,0,0,0,0,-97,0,0,0
external_ssd,3,6,0,-10,0,0,0,0,0,0,0,0,0,-88,0
baby_dishware,50,10,0,-26,0,0,0,0,0,0,0,0,0,-58,0
water_skis,-10,0,10,0,-32,0,0,0,0,0,81,0,0,0,0
upright_freezer,0,4,50,47,0,0,0,0,54,0,0,0,0,0,0
pitcher,36,0,0,50,10,0,0,0,0,-90,0,0,0,0,0
promise_ring,36,0,0,42,14,0,0,0,0,-77,0,0,0,0,0
printer_bed,-6,50,0,0,6,0,0,0,0,0,0,0,69,0,0
saw,0,-20,0,36,-19,0,65,0,0,0,0,0,0,0,0
pickup_truck,0,22,0,44,-28,0,93,0,0,0,0,0,0,0,0
gooseneck_kettle,4,20,0,50,0,0,0,0,0,0,0,0,0,-74,0
workbench,0,50,36,8,0,0,0,0,54,0,0,0,0,0,0
skis,6,0,0,50,8,0,0,0,0,61,0,0,0,0,0
bathrobe,-16,0,-50,-48,0,0,0,0,0,0,0,-61,0,0,0
kennel,-30,-24,39,0,0,0,0,0,0,0,0,0,0,0,-50
gazebo,15,-46,50,0,0,0,0,0,0,0,0,0,0,0,69
coffee_cart,-45,-20,15,0,0,0,0,0,0,0,0,0,0,0,-71
lazy_susan,0,-6,-31,-48,0,0,0,0,-54,0,0,0,0,0,0
uv_sanitizer,-40,14,0,-35,0,0,0,0,0,0,0,0,0,83,0
saline_solution,2,0,-32,-50,0,0,0,0,0,0,0,-93,0,0,0
hummus,35,0,0,-50,0,0,0,0,0,0,0,0,0,-77,0
nail_polish,50,-40,-24,0,0,0,0,0,0,0,0,0,0,0,-68
screen_printing_kit,0,-44,-50,0,-35,0,0,70,0,0,0,0,0,0,0
bath_seat,0,0,50,34,4,80,0,0,0,0,0,0,0,0,0
pamphlet,-50,0,36,24,0,0,0,0,0,0,0,84,0,0,0
cotton_pads,0,42,-8,0,-50,0,0,88,0,0,0,0,0,0,0
macrame_cord,0,0,-50,41,19,-82,0,0,0,0,0,0,0,0,0
recycle_bin,0,0,-42,-3,-50,82,0,0,0,0,0,0,0,0,0
floss,-12,-50,0,0,26,0,0,0,0,0,0,0,80,0,0
glasses,-49,0,0,-19,44,0,0,0,0,96,0,0,0,0,0
minivan,43,0,0,50,-31,0,0,0,0,56,0,0,0,0,0
soda_maker,0,-44,0,-16,-6,0,-83,0,0,0,0,0,0,0,0
notary,12,0,-4,-50,0,0,0,0,0,0,0,62,0,0,0
wall_sconce,16,0,18,18,0,0,0,0,0,0,0,-87,0,0,0
pregnancy_test,-50,0,-24,35,0,0,0,0,0,0,0,-100,0,0,0
kitchen_garbage,-50,39,39,0,0,0,0,0,0,0,0,0,0,0,-64
knitting_needles,34,15,-50,0,0,0,0,0,0,0,0,0,0,0,-88
baking_sheet,0,0,-26,-1,-30,-61,0,0,0,0,0,0,0,0,0
button_maker,-28,0,-50,0,-12,0,0,0,0,0,61,0,0,0,0
nasal_aspirator,-50,14,0,38,0,0,0,0,0,0,0,0,0,75,0
drill,-50,-19,0,0,-6,0,0,0,0,0,0,0,-74,0,0
face_shield,-6,0,0,11,-46,0,0,0,0,68,0,0,0,0,0
eyeshadow,50,-42,-30,0,0,0,0,0,0,0,0,0,0,0,-84
latte,47,-50,0,-36,0,0,0,0,0,0,0,0,0,-58,0
wok,18,34,0,0,-50,0,0,0,0,0,0,0,90,0,0
tennis_ball,0,0,16,-45,50,55,0,0,0,0,0,0,0,0,0
gaming_mouse,0,0,-47,47,22,-93,0,0,0,0,0,0,0,0,0
sheet_mask,0,32,-50,43,0,0,0,0,-70,0,0,0,0,0,0
rowboat,0,0,38,12,-21,71,0,0,0,0,0,0,0,0,0
dishwasher,-36,0,0,50,0,0,0,0,0,0,0,0,0,66,0
iron,8,-50,-37,0,0,0,0,0,0,0,0,0,0,0,61
fire_blanket,-31,-50,13,0,0,0,0,0,0,0,0,0,0,0,-62
deep_fryer,0,14,-47,0,-11,0,0,-94,0,0,0,0,0,0,0
neck_pillow,0,0,-37,20,50,-62,0,0,0,0,0,0,0,0,0
sculpting_tools,-16,0,0,-50,-8,0,0,0,0,68,0,0,0,0,0
tuna,0,50,26,0,2,0,0,-86,0,0,0,0,0,0,0
heat_gun,0,-28,-28,0,-50,0,0,83,0,0,0,0,0,0,0
vegetable_plant,26,0,38,-35,0,0,0,0,0,0,0,-95,0,0,0
laser_pointer,50,-27,0,0,8,0,0,0,0,0,0,0,-100,0,0
roof_rack,0,0,50,-50,50,96,0,0,0,0,0,0,0,0,0
pliers,0,43,0,-50,4,0,-91,0,0,0,0,0,0,0,0
brace,-50,-8,1,0,0,0,0,0,0,0,0,0,0,0,-94
guesthouse,12,0,22,50,0,0,0,0,0,0,0,98,0,0,0
powerbank,-5,0,0,5,-50,0,0,0,0,-98,0,0,0,0,0
epoxy,-8,0,0,-38,50,0,0,0,0,-55,0,0,0,0,0
brush_pen,0,-38,-50,-40,0,0,0,0,66,0,0,0,0,0,0
saucepan,0,0,50,-40,-12,-60,0,0,0,0,0,0,0,0,0
punch_needle_kit,0,0,-31,20,-8,-61,0,0,0,0,0,0,0,0,0
loom,0,17,50,0,39,0,0,75,0,0,0,0,0,0,0
air_compressor,37,27,0,35,0,0,0,0,0,0,0,0,0,57,0
outdoor_storage_bench,0,0,-24,3,-50,-73,0,0,0,0,0,0,0,0,0
earbuds,-16,18,0,49,0,0,0,0,0,0,0,0,0,71,0
electric_car,0,-28,0,32,-26,0,-76,0,0,0,0,0,0,0,0
trimmer,-18,-50,0,-6,0,0,0,0,0,0,0,0,0,-97,0
earrings,0,-13,-32,0,-50,0,0,72,0,0,0,0,0,0,0
chocolate_fountain,0,32,0,38,32,0,65,0,0,0,0,0,0,0,0
lotion,-24,0,50,0,-6,0,0,0,0,0,-95,0,0,0,0
bar_cart,24,-23,-8,0,0,0,0,0,0,0,0,0,0,0,89
flash,0,-50,0,22,-28,0,-56,0,0,0,0,0,0,0,0
diaper_type,0,21,-44,0,38,0,0,-79,0,0,0,0,0,0,0
ups,0,0,-30,-46,12,-52,0,0,0,0,0,0,0,0,0
trackball_mouse,-36,0,8,-32,0,0,0,0,0,0,0,60,0,0,0
toilet_seat,17,0,14,-24,0,0,0,0,0,0,0,-73,0,0,0
projector,50,-18,0,10,0,0,0,0,0,0,0,0,0,-55,0
jump_rope,46,0,0,-18,-34,0,0,0,0,74,0,0,0,0,0
hair_tie,0,-22,-44,0,20,0,0,-94,0,0,0,0,0,0,0
chainsaw,-24,-10,50,0,0,0,0,0,0,0,0,0,0,0,69
bird,-6,0,0,-50,44,0,0,0,0,-91,0,0,0,0,0
scale,-50,0,0,19,-24,0,0,0,0,-96,0,0,0,0,0
bunk_bed,0,0,49,-22,-36,-57,0,0,0,0,0,0,0,0,0
fertilizer,0,-7,2,0,12,0,0,-69,0,0,0,0,0,0,0
calligraphy_pen,0,10,49,12,0,0,0,0,-95,0,0,0,0,0,0
blouse,-50,0,-50,0,-48,0,0,0,0,0,-73,0,0,0,0
incense_holder,-50,45,0,0,-50,0,0,0,0,0,0,0,-74,0,0
laptop_stand,0,-24,-44,50,0,0,0,0,83,0,0,0,0,0,0
futon,-50,0,0,12,-3,0,0,0,0,-85,0,0,0,0,0
toddler_bed,34,-50,-20,0,0,0,0,0,0,0,0,0,0,0,72
bbq_grill,7,0,0,8,-47,0,0,0,0,-50,0,0,0,0,0
motorized_blinds,0,32,-26,0,12,0,0,-81,0,0,0,0,0,0,0
under_sink_organizer,6,50,0,0,0,0,0,0,0,0,0,0,0,81,0
clock,0,48,41,-48,0,0,0,0,63,0,0,0,0,0,0
pen,-50,0,43,0,10,0,0,0,0,0,-99,0,0,0,0
hammer,0,0,30,-12,-46,98,0,0,0,0,0,0,0,0,0
garbage_disposal,40,28,12,0,0,0,0,0,0,0,0,0,0,0,94
hair_clip,0,-20,-38,0,-40,0,0,95,0,0,0,0,0,0,0
protective_goggles,0,36,-35,0,50,0,0,-92,0,0,0,0,0,0,0
towel,15,18,50,0,0,0,0,0,0,0,0,0,0,0,-55
elliptical,-35,0,-50,-12,0,0,0,0,0,0,0,-78,0,0,0
microphone,-50,-38,0,0,17,0,0,0,0,0,0,0,71,0,0
oil_paints,-40,-38,0,24,0,0,0,0,0,0,0,0,0,83,0
av_receiver,0,20,-31,-14,0,0,0,0,-77,0,0,0,0,0,0
white_out,0,50,0,-6,45,0,-90,0,0,0,0,0,0,0,0
smartwatch,0,0,-12,35,48,56,0,0,0,0,0,0,0,0,0
stamping_ink,50,0,0,-10,2,0,0,0,0,-78,0,0,0,0,0
baby_bottle,0,-26,-50,-47,0,0,0,0,88,0,0,0,0,0,0
kettlebell,-50,-14,1,0,0,0,0,0,0,0,0,0,0,0,74
resin_molds,-6,0,0,-32,46,0,0,0,0,-96,0,0,0,0,0
tape_dispenser,0,-24,0,50,25,0,93,0,0,0,0,0,0,0,0
juice,0,-38,0,50,-34,0,85,0,0,0,0,0,0,0,0
spread,-47,0,-22,14,0,0,0,0,0,0,0,64,0,0,0
bluetooth_adapter,38,0,0,2,39,0,0,0,0,82,0,0,0,0,0
power_station,0,0,50,-35,32,57,0,0,0,0,0,0,0,0,0
rc_plane,26,-48,0,0,-42,0,0,0,0,0,0,0,64,0,0
dessert,48,-50,0,0,-24,0,0,0,0,0,0,0,-59,0,0
compass,0,22,-46,19,0,0,0,0,-51,0,0,0,0,0,0
latch_hook_kit,0,-50,26,0,-14,0,0,70,0,0,0,0,0,0,0
paper_plates,0,-17,-48,0,28,0,0,-50,0,0,0,0,0,0,0
bandana,26,-2,50,0,0,0,0,0,0,0,0,0,0,0,88
surge_protector,-43,2,0,28,0,0,0,0,0,0,0,0,0,-94,0
desktop,26,-24,-50,0,0,0,0,0,0,0,0,0,0,0,53
jacket,40,42,0,0,-50,0,0,0,0,0,0,0,-89,0,0
bug_zapper,0,32,21,0,-50,0,0,54,0,0,0,0,0,0,0
freezer,-50,5,0,-28,0,0,0,0,0,0,0,0,0,-88,0
lip_balm,0,48,-3,-38,0,0,0,0,-55,0,0,0,0,0,0
espresso_machine,0,46,-40,-24,0,0,0,0,-97,0,0,0,0,0,0
train_set,0,30,32,0,-16,0,0,-87,0,0,0,0,0,0,0
massage_chair,50,-14,0,6,0,0,0,0,0,0,0,0,0,-67,0
instant_film,50,6,8,0,0,0,0,0,0,0,0,0,0,0,-72
coffee_syrup,30,0,0,34,36,0,0,0,0,-97,0,0,0,0,0
ear_thermometer,10,44,50,0,0,0,0,0,0,0,0,0,0,0,57
gel_pens,-50,0,-48,12,0,0,0,0,0,0,0,71,0,0,0
hockey_stick,8,20,50,0,0,0,0,0,0,0,0,0,0,0,82
coffee_table,-14,0,0,43,-29,0,0,0,0,-52,0,0,0,0,0
diffuser,-50,0,-8,0,34,0,0,0,0,0,57,0,0,0,0
magnifying_glass,50,-12,0,2,0,0,0,0,0,0,0,0,0,-81,0
swim_trunks,-16,-39,0,0,6,0,0,0,0,0,0,0,-81,0,0
peanut_butter,46,0,35,0,50,0,0,0,0,0,85,0,0,0,0
cane,0,28,0,-42,50,0,-99,0,0,0,0,0,0,0,0
essential_oils,-50,0,0,-16,48,0,0,0,0,-60,0,0,0,0,0
subwoofer,0,39,4,0,50,0,0,86,0,0,0,0,0,0,0
ring_box,-20,0,0,50,8,0,0,0,0,-62,0,0,0,0,0
cupboard,0,0,-50,-40,46,95,0,0,0,0,0,0,0,0,0
canvas_board,0,-50,-40,0,6,0,0,-95,0,0,0,0,0,0,0
desk_calendar,-24,-16,50,0,0,0,0,0,0,0,0,0,0,0,91
checkers,0,0,14,-10,36,-99,0,0,0,0,0,0,0,0,0
champagne_flute,0,0,-30,-32,-6,-69,0,0,0,0,0,0,0,0,0
hybrid_car,-49,44,0,12,0,0,0,0,0,0,0,0,0,-96,0
neti_pot,-46,26,0,0,38,0,0,0,0,0,0,0,51,0,0
outdoor_pool_table,5,0,-6,0,48,0,0,0,0,0,59,0,0,0,0
booster_seat,0,-40,50,0,39,0,0,-74,0,0,0,0,0,0,0
pencil,-48,0,0,26,-36,0,0,0,0,53,0,0,0,0,0
mortgage,0,0,-35,-50,10,-57,0,0,0,0,0,0,0,0,0
pantry,0,0,4,-50,41,-65,0,0,0,0,0,0,0,0,0
hot_water_bottle,0,0,14,-23,-14,-89,0,0,0,0,0,0,0,0,0
filter,0,-8,24,0,-50,0,0,91,0,0,0,0,0,0,0
milk_frother,-50,38,-44,0,0,0,0,0,0,0,0,0,0,0,59
gate,0,-2,-40,0,-4,0,0,79,0,0,0,0,0,0,0
bartending_tools,32,0,0,-16,50,0,0,0,0,61,0,0,0,0,0
laundry_detergent,0,3,0,-50,-14,0,100,0,0,0,0,0,0,0,0
eyeliner,36,0,50,0,30,0,0,0,0,0,-78,0,0,0,0
toothbrush,-46,2,-50,0,0,0,0,0,0,0,0,0,0,0,-79
organizer,12,0,-4,0,-50,0,0,0,0,0,-54,0,0,0,0
hvac_filter,-34,44,0,-50,0,0,0,0,0,0,0,0,0,52,0
resin_pigments,35,26,0,-50,0,0,0,0,0,0,0,0,0,-78,0
mirror,-34,0,1,0,-50,0,0,0,0,0,99,0,0,0,0
planner_inserts,-16,-24,0,16,0,0,0,0,0,0,0,0,0,-60,0
dog_collar,0,6,-40,0,-32,0,0,96,0,0,0,0,0,0,0
socks,28,18,0,0,18,0,0,0,0,0,0,0,-69,0,0
school,-50,0,0,-1,-37,0,0,0,0,68,0,0,0,0,0
shower_head,-28,-50,0,-46,0,0,0,0,0,0,0,0,0,-88,0
longboard,-38,-42,-50,0,0,0,0,0,0,0,0,0,0,0,97
fountain_pen,17,0,5,31,0,0,0,0,0,0,0,-52,0,0,0
plastic_cutlery,-24,0,50,0,-46,0,0,0,0,0,-92,0,0,0,0
brake_pads,0,-50,24,0,36,0,0,87,0,0,0,0,0,0,0
grant,-50,-45,-38,0,0,0,0,0,0,0,0,0,0,0,64
leather_punch,34,50,34,0,0,0,0,0,0,0,0,0,0,0,-79
carry_on,-41,-38,0,-46,0,0,0,0,0,0,0,0,0,-89,0
fence,0,0,-50,-1,0,0,0,0,0,0,0,57,0,0,0
donut,0,-22,14,40,0,0,0,0,-54,0,0,0,0,0,0
off_road_vehicle,23,0,26,0,50,0,0,0,0,0,58,0,0,0,0
planter,0,-15,50,27,0,0,0,0,65,0,0,0,0,0,0
led_kit,0,-49,50,12,0,0,0,0,89,0,0,0,0,0,0
colored_pencils,22,-50,0,-20,0,0,0,0,0,0,0,0,0,-82,0
tiki_torch,-44,0,45,-50,0,0,0,0,0,0,0,90,0,0,0
barbell,-32,-40,46,0,0,0,0,0,0,0,0,0,0,0,-54
baby_bathtub,-46,0,0,37,50,0,0,0,0,75,0,0,0,0,0
comic_boxes,0,-50,-5,0,-44,0,0,74,0,0,0,0,0,0,0
burp_cloth,0,0,0,-11,50,72,0,0,0,0,0,0,0,0,0
home_roaster,16,15,-2,0,0,0,0,0,0,0,0,0,0,0,81
leather_stamping_kit,39,0,0,-50,26,0,0,0,0,-78,0,0,0,0,0
egg_holder,0,-38,-22,-12,0,0,0,0,50,0,0,0,0,0,0
drain_cleaner,-25,0,33,36,0,0,0,0,0,0,0,-86,0,0,0
wedding_ring,0,22,50,22,0,0,0,0,70,0,0,0,0,0,0
jack_stands,-33,0,-40,50,0,0,0,0,0,0,0,81,0,0,0
miniatures,50,50,0,0,-12,0,0,0,0,0,0,0,-95,0,0
earplugs,0,0,22,40,-34,62,0,0,0,0,0,0,0,0,0
food_storage,0,-35,-50,36,0,0,0,0,83,0,0,0,0,0,0
bosu_ball,0,0,-50,36,38,-97,0,0,0,0,0,0,0,0,0
nightstand,0,0,-46,-14,11,-87,0,0,0,0,0,0,0,0,0
vase,0,-18,0,16,-50,0,79,0,0,0,0,0,0,0,0
cheese,-50,0,-27,2,0,0,0,0,0,0,0,87,0,0,0
herbal_tea,10,0,0,38,-35,0,0,0,0,-86,0,0,0,0,0
facial_cleanser,2,-50,0,45,0,0,0,0,0,0,0,0,0,-81,0
leash,0,29,0,50,-40,0,66,0,0,0,0,0,0,0,0
comic_sleeves,0,-50,-19,0,-29,0,0,-75,0,0,0,0,0,0,0
cheese_grater,-45,0,0,-44,-45,0,0,0,0,-65,0,0,0,0,0
boots,0,0,-5,-20,50,90,0,0,0,0,0,0,0,0,0
makeup_remover,0,-2,50,0,29,0,0,73,0,0,0,0,0,0,0
skates,-36,0,0,-15,6,0,0,0,0,73,0,0,0,0,0
conditioner,0,-50,-40,0,35,0,0,-90,0,0,0,0,0,0,0
eye_drops,50,-46,0,8,0,0,0,0,0,0,0,0,0,-61,0
ironing_board,26,0,-4,0,-2,0,0,0,0,0,96,0,0,0,0
nail_buffer,-50,-19,0,-16,0,0,0,0,0,0,0,0,0,-69,0
spice_grinder,0,9,47,0,-50,0,0,-94,0,0,0,0,0,0,0
powder,-1,50,0,-12,0,0,0,0,0,0,0,0,0,64,0
milkshake,43,34,-50,0,0,0,0,0,0,0,0,0,0,0,-81
pet_bed,50,0,0,-46,0,0,0,0,0,0,0,76,0,0,0
beading_needles,0,0,16,-30,-11,-73,0,0,0,0,0,0,0,0,0
simple_syrup,-14,0,-34,32,0,0,0,0,0,0,0,95,0,0,0
calendar,18,0,8,0,-6,0,0,0,0,0,-71,0,0,0,0
rain_boots,-50,-32,12,0,0,0,0,0,0,0,0,0,0,0,81
cupcake_stand,0,-10,50,0,50,0,0,-89,0,0,0,0,0,0,0
hi_vis_vest,0,50,-8,34,0,0,0,0,-70,0,0,0,0,0,0
crackers,16,0,0,-28,45,0,0,0,0,67,0,0,0,0,0
wax_warmer,0,0,-42,-50,39,-65,0,0,0,0,0,0,0,0,0
spice_rack,-50,0,0,-33,-42,0,0,0,0,94,0,0,0,0,0
daybed,0,0,-10,43,41,55,0,0,0,0,0,0,0,0,0
cold_medicine,-6,-50,12,0,0,0,0,0,0,0,0,0,0,0,68
class,0,-42,16,0,50,0,0,-77,0,0,0,0,0,0,0
bullet_journal,0,-20,-10,0,-34,0,0,65,0,0,0,0,0,0,0
catalog,0,32,0,20,16,0,-57,0,0,0,0,0,0,0,0
tile,0,0,-39,-11,50,-88,0,0,0,0,0,0,0,0,0
smart_curtain_rod,0,-4,45,-23,0,0,0,0,-88,0,0,0,0,0,0
router,50,0,0,-4,6,0,0,0,0,-90,0,0,0,0,0
bike_rack,0,39,-40,0,14,0,0,-83,0,0,0,0,0,0,0
lingerie,-50,10,44,0,0,0,0,0,0,0,0,0,0,0,-64
cruise,0,38,14,0,50,0,0,92,0,0,0,0,0,0,0
pajamas,50,0,-30,2,0,0,0,0,0,0,0,95,0,0,0
spatula,0,0,-46,-50,-26,-90,0,0,0,0,0,0,0,0,0
to_go_container,0,50,14,42,0,0,0,0,62,0,0,0,0,0,0
vacuum_sealer,0,0,50,32,-19,-63,0,0,0,0,0,0,0,0,0
kimono,50,0,-6,18,0,0,0,0,0,0,0,93,0,0,0
electric_toothbrush,0,-1,0,-50,-25,0,-75,0,0,0,0,0,0,0,0
mandoline,-15,-20,32,0,0,0,0,0,0,0,0,0,0,0,-69
hiking_backpack,-50,-49,0,0,5,0,0,0,0,0,0,0,51,0,0
moka_pot,12,30,50,0,0,0,0,0,0,0,0,0,0,0,100
headphones,0,0,-50,-22,14,51,0,0,0,0,0,0,0,0,0
callus_remover,-40,-34,17,0,0,0,0,0,0,0,0,0,0,0,59
car_mat,32,-33,30,0,0,0,0,0,0,0,0,0,0,0,73
landmark,-50,0,0,-42,49,0,0,0,0,95,0,0,0,0,0
golf_umbrella,0,50,0,-9,16,0,64,0,0,0,0,0,0,0,0
colander,0,18,50,14,0,0,0,0,86,0,0,0,0,0,0
tow_strap,18,-13,0,50,0,0,0,0,0,0,0,0,0,76,0
marker,-50,0,-6,0,-37,0,0,0,0,0,78,0,0,0,0
mosquito_net,-50,-46,-38,0,0,0,0,0,0,0,0,0,0,0,-70
monitor,-22,0,0,20,-44,0,0,0,0,-65,0,0,0,0,0
chaise_lounge,-14,8,0,0,-50,0,0,0,0,0,0,0,91,0,0
swimsuit,50,0,0,32,0,0,0,0,0,0,0,97,0,0,0
flower_seeds,50,0,44,-10,0,0,0,0,0,0,0,74,0,0,0
foot_soak,0,0,0,46,50,0,100,0,0,0,0,0,0,0,0
table_lamp,-15,0,50,0,23,0,0,0,0,0,-84,0,0,0,0
flashlight,0,50,0,-28,-28,0,-62,0,0,0,0,0,0,0,0
earmuffs,0,-1,0,-50,-30,0,55,0,0,0,0,0,0,0,0
pottery_wheel,-19,33,-2,0,0,0,0,0,0,0,0,0,0,0,-68
canoe,0,0,28,26,50,-66,0,0,0,0,0,0,0,0,0
dress_shoes,0,35,27,-26,0,0,0,0,-76,0,0,0,0,0,0
incense,42,0,-5,-7,0,0,0,0,0,0,0,74,0,0,0
camcorder,0,40,0,-12,50,0,-73,0,0,0,0,0,0,0,0
spiralizer,0,38,-22,-15,0,0,0,0,-59,0,0,0,0,0,0
quilt,0,-50,42,0,45,0,0,71,0,0,0,0,0,0,0
pillow,-27,-20,0,30,0,0,0,0,0,0,0,0,0,-92,0
popcorn_maker,-27,0,-44,30,0,0,0,0,0,0,0,87,0,0,0
steering_wheel_cover,8,-50,0,-40,0,0,0,0,0,0,0,0,0,58,0
camp_shower,43,0,0,36,33,0,0,0,0,-51,0,0,0,0,0
mortar_pestle,22,-50,0,0,-49,0,0,0,0,0,0,0,90,0,0
whiteboard,0,9,0,50,-49,0,-100,0,0,0,0,0,0,0,0
tutor,0,-50,-16,-50,0,0,0,0,-77,0,0,0,0,0,0
pants,50,0,0,-34,-28,0,0,0,0,75,0,0,0,0,0
ergonomic_keyboard,50,32,0,0,-4,0,0,0,0,0,0,0,97,0,0
3d_resin,33,-32,-15,0,0,0,0,0,0,0,0,0,0,0,85
skateboard,0,0,40,50,-40,54,0,0,0,0,0,0,0,0,0
lunchbox,-22,0,2,0,25,0,0,0,0,0,-65,0,0,0,0
fondue_pot,-16,0,0,8,-50,0,0,0,0,57,0,0,0,0,0
board_game,-2,0,-46,0,-18,0,0,0,0,0,62,0,0,0,0
scarf,-8,0,50,0,16,0,0,0,0,0,-85,0,0,0,0
inhaler,40,0,46,50,0,0,0,0,0,0,0,60,0,0,0
led_strip,0,-18,6,0,32,0,0,92,0,0,0,0,0,0,0
membrane_keyboard,28,0,50,-49,0,0,0,0,0,0,0,-58,0,0,0
pool_float,-16,-4,-50,0,0,0,0,0,0,0,0,0,0,0,-55
trash_bag,0,-44,0,50,-36,0,55,0,0,0,0,0,0,0,0
butter,1,0,-50,0,2,0,0,0,0,0,57,0,0,0,0
pantyhose,0,-50,0,30,44,0,90,0,0,0,0,0,0,0,0
deck_box,28,-12,24,0,0,0,0,0,0,0,0,0,0,0,96
salad_bowl,0,34,0,-32,-34,0,53,0,0,0,0,0,0,0,0
antiseptic,0,0,-34,17,-50,-60,0,0,0,0,0,0,0,0,0
fish,-8,-27,0,0,-4,0,0,0,0,0,0,0,-59,0,0
leggings,0,0,6,0,-15,0,0,0,0,0,76,0,0,0,0
sleeping_pad,-28,50,0,0,-4,0,0,0,0,0,0,0,-62,0,0
charger,0,-44,-18,0,38,0,0,93,0,0,0,0,0,0,0
dice_tray,0,0,-10,42,-50,80,0,0,0,0,0,0,0,0,0
outdoor_tv,29,50,0,6,0,0,0,0,0,0,0,0,0,65,0
screen_tent,3,0,50,-32,0,0,0,0,0,0,0,65,0,0,0
sketch_pens,10,0,0,0,50,0,0,0,0,0,-84,0,0,0,0
heat_tool,0,-50,0,22,-16,0,-64,0,0,0,0,0,0,0,0
frame,24,27,0,-22,0,0,0,0,0,0,0,0,0,-60,0
fabric_softener,14,0,10,-32,0,0,0,0,0,0,0,-79,0,0,0
teething_toy,-10,0,-50,34,0,0,0,0,0,0,0,61,0,0,0
rc_helicopter,0,-39,0,-50,-4,0,-58,0,0,0,0,0,0,0,0
split_keyboard,20,50,0,0,-32,0,0,0,0,0,0,0,100,0,0
fabric_shaver,-4,0,16,0,-50,0,0,0,0,0,-79,0,0,0,0
muscle_rub,9,0,0,-22,-26,0,0,0,0,-59,0,0,0,0,0
soundbar,-38,0,0,50,-12,0,0,0,0,89,0,0,0,0,0
baby_monitor,0,0,-50,15,-18,-63,0,0,0,0,0,0,0,0,0
television,0,-12,-50,0,-12,0,0,-63,0,0,0,0,0,0,0
travel_package,-33,0,4,-4,0,0,0,0,0,0,0,-50,0,0,0
phone_magnifier,0,-36,0,-20,50,0,80,0,0,0,0,0,0,0,0
coffee_scale,-50,0,-32,0,-40,0,0,0,0,0,58,0,0,0,0
bandage,-22,-22,-50,0,0,0,0,0,0,0,0,0,0,0,-64
trivet,50,6,0,-32,0,0,0,0,0,0,0,0,0,-62,0
sunscreen,0,40,-50,0,40,0,0,-62,0,0,0,0,0,0,0
espresso,0,-40,-50,22,0,0,0,0,-95,0,0,0,0,0,0
scaffolding,28,-24,2,0,0,0,0,0,0,0,0,0,0,0,-74
modem,12,0,12,-50,0,0,0,0,0,0,0,82,0,0,0
toboggan,0,50,-46,0,5,0,0,64,0,0,0,0,0,0,0
cable,-4,50,0,0,0,0,0,0,0,0,0,0,0,75,0
oil_dispenser,-42,32,50,0,0,0,0,0,0,0,0,0,0,0,-67
coffee_beans,14,0,-50,-6,0,0,0,0,0,0,0,-77,0,0,0
cornhole_set,0,12,-50,25,0,0,0,0,86,0,0,0,0,0,0
comb,0,0,36,-33,-16,99,0,0,0,0,0,0,0,0,0
apron,0,4,-6,-50,0,0,0,0,57,0,0,0,0,0,0
dehumidifier,-18,0,50,46,0,0,0,0,0,0,0,86,0,0,0
cough_syrup,-50,15,0,0,14,0,0,0,0,0,0,0,58,0,0
kamado,0,50,-6,0,11,0,0,91,0,0,0,0,0,0,0
oven_mitt,-6,0,15,-32,0,0,0,0,0,0,0,-78,0,0,0
salad_spinner,0,-50,41,44,0,0,0,0,83,0,0,0,0,0,0
patio_furniture,-42,-6,30,0,0,0,0,0,0,0,0,0,0,0,68
melon_baller,20,0,0,-18,-13,0,0,0,0,-70,0,0,0,0,0
can_opener,38,34,0,0,-38,0,0,0,0,0,0,0,77,0,0
changing_table,31,0,-50,30,0,0,0,0,0,0,0,-77,0,0,0
noodles,-38,50,-16,0,0,0,0,0,0,0,0,0,0,0,70
chocolate,0,0,44,50,22,-66,0,0,0,0,0,0,0,0,0
straightener,0,0,-14,10,48,-69,0,0,0,0,0,0,0,0,0
lock,0,-44,-50,0,32,0,0,60,0,0,0,0,0,0,0
battery,-50,42,0,30,0,0,0,0,0,0,0,0,0,-78,0
